,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Timing,,Project Information,,,,,,,,,,,Property Information,,,,,,,Broker Guidence,,,Description,Actual Price,,
15,2023-04-13,IM,Projekt Frost,Victoria Sandkvist,Frost Jarméus Fastigheter AB,New property,Sweden,Eskilstuna,,,,,Various,"5,686","1,383",,,,,,,,Two modern warehouse / retail / office properties in Eskilstuna (in Valhalla and Slagsta). Diversified tenant mix. NOI estimated at SEK 1.2m,,,,1
15,2023-04-13,IM,Project Penta,Anthony Romano,Tryg Group,CBRE,Denmark,Various,,,,,Office,"34,280",932,,,,,,,,"An office-anchored portfolio including five properties (3 located close to CPH and two located in Aarhus). Area distributed between 63% office, 14% retail, 13% residential and 10% logistics/storage. NOI year 1 estimated at DKK 33m",,,,1
16,2023-04-17,Teaser,Project Leaf,David Hävermark,M&G,Cushman & Wakefield,Sweden,Arlöv,,,,,Retail,"7,033","1,465",,,,,6.00%,"130,000,000","18,484","Fully occupied retail property located next to commercial center, commuter train station and residential development in Arlöv. Three tenants of which two strong tenants in COOP and low-price retailer Rusta and one weaker tenant in SweOutlet",,,,1
16,2023-04-19,IM,Project Wood,Maija Seppälä,Puumerkki Oy,Reagle,Finland,Kerava,,,,,Various,"11,216",,,,,,,,,"Sale and leaseback opportunity for development. Current owner will sign a short (~2 years) lease for industrial premises and relocate their business after the lease period. 14,000 sqm of building right for commercial and industrial use in Ahjo, Kerava.",,,,1
16,2023-04-19,Teaser,DSV Logistics Portfolio,Anthony Romano,DSV,Gottlieb Partners,Cross-border,Various,,,,,Logistics,"628,529",,,,,,5.00%,"5,750,000,000","9,148",Cross-border modern logistics portfolio (6 in total). Sale and leaseback. The assets are either under construction with estimated completion in 2023/2024 or newly built. WAULT +10 years. CBRE IM was going to buy this last year and it’s not in a formal process now,,,,1
16,2023-04-19,IM,Project Surf,Victoria Sandkvist,NCC,Cushman & Wakefield,Sweden,Gothenburg,,,,,Office,"10,870","3,914",,,,,,,,Newly built office property with waterfront location in Gothenburg. High ESG focus and strong tenants. WAULT of 7.2 years and SEK 42.5m in rental value,,,,1
16,2023-04-19,IM,Karlastaden Sky,Victoria Sandkvist,Balder & Serneke,Colliers,Sweden,Gothenburg,,,,,Office,"6,774","3,500",,,,,,,,"Newly built and fully let office building. WAULT of 5 years from occupancy. Estimated completion in the beginning of 2024. Next to Gothenburg’s new landmark, Karlatornet. Tenants include Serneke (85% and Handelsbanken (15%)",,,,1
16,2023-04-19,IM,Projekt High Line ,Carl Rosén,NREP,Tango,Sweden,Stockholm,,,,,Office,"3,313","2,100",,,,,,,,Office property located on Stora Essingen with development potential. 50% of area vacant and 2.7 years WAULT. NOI of SEK 2.6m in 2023. Estimated NOI on a fully let basis of SEK 6.8m,,,,1
16,2023-04-20,Teaser,Project Cove,Tomas Rockström,Coeli,Newsec,Sweden,Huddinge,,,,,Various,"74,000",168,,,,,,,,"Industrial value-add opportunity in Huddinge. The property has a plot size of 210,000 sqm, a leasable area of roughly 74,000 sqm and 28 tenants. Short- and long-term value-add opportunities by leveraging high rent potential and densification strategies",,,,1
16,2023-04-20,Lead,Office and LI in Norrköping,Tomas Rockström,Anders Mattssons Fastigheter,Wide konsulter,Sweden,Norrköping,,,,,Various,"10,024","1,176",,,,,,,,Two office and LI properties in Norrköping. The first one is located in Ingelsta retail area and the second is located 2.7 km west of central Norrköping. Largest tenant is the police ,,,,1
16,2023-04-20,Lead,LSS - Add-on portfolio,Victoria Sandkvist,Estea,Off-market,Sweden,Mix,,,,,Public use,"5,752","2,848",,,,,,,,Estea's other portfolio of LSS properties (i.e. the properties jointly owned with Samfastigheter have been excluded). NOI of SEK 15.2m. Initial feedback after our bid on a portfolio of LSS / HVB properties owned by Samfastigheter and a JV between Samfastigheter and Estea is that if Estea are to accept an offer they would prefer that we include the LSS properties fully owned by them,,,,1
16,2023-04-20,Lead,LSS/HVB portfolio 2,Victoria Sandkvist,Mofast,Off-market,Sweden,Mix,,,,,Public use,"23,414","1,316",,,,,,,,31 public use properties (29 group homes and 2 care/healthcare properties). WAULT of 3.8 years. 55% of rental income from Government/Municipality and 45% from private tenants (mainly Ambea),,,,1
16,2023-04-22,IM,Project Duo,Rickard Karlsson,Harry Berglund Förvaltning,Cushman & Wakefield,Sweden,Various,,,,,Residential,"38,146","1,381",,,,,,,,The Portfolio consists of 592 apartments distributed over 11 properties in Stockholm and Västerås. 160 apartments in Sthlm and 432 apartments in Västerås. Significant potential to improve the standard and increase rents across the portfolio. NOI estimated at SEK 31.5m,,,,1
17,2023-04-24,IM,Hingsten,Filip Jilsén,Kläcken Fastighetsaktiebolag & Kvarnstenen,Rosengren,Sweden,Täby,,,,,Office,"5,118","1,821",,,,,,,,"Office property located in Åkerby industrial area, close to Täby centrum. The property was previously fully let to Novartis and includes office and laboratory facilities. Occupancy ratio of 82% (3 tenants). NOI estimated at SEK 5.8m",,,,1
17,2023-04-24,IM,Project Dukat,Carl Rosén,SMEBAB Medelpad Holding,Croisette,Sweden,Upplands Väsby,,,,,Various,"3,350","1,300 - 1,500",,,,,,,,"Industrial building rights in Njursta in Upplands Väsby, close to the E4 highway. The plot area is approximately 6,700 sq m and the permitted degree of exploitation is 50%. The zoning plan allows the construction of a modern industrial building. Upplands Väsby has strong market fundamentals with a current vacancy rate of 2.40% within industrial area and ERVs of SEK 1,300 - 1,500/sq m",,,,1
17,2023-04-25,Teaser,"Trailern 1, Trelleborg",David Hävermark,FIMAB Fastigheter AB,Catella,Sweden,Trelleborg,,,,,Various,"2,805","1,057",,,,,,,,Modern and fully let light industrial and retail property located in an industrial area west of central Trelleborg with easy access to E6. WAULT of 2.3 years and NOI for 2023 estimated at SEK 2.4m,,,,1
17,2023-04-27,Teaser,Project Irene,Mathias Vuorelma,n.a.,Newsec,Finland,Kuopio,,,,,Office,n.a.,,,,,,,,,"Office and research property in the campus area of University of Eastern Finland, in Kuopio. ",,,,1
17,2023-04-27,IM,Project Glass,Mathias Vuorelma,YIT,CBRE,Finland,Helsinki,,,,,Office,"12,409",,,,,,,,,"Office property constructed in 1987, currently under refurbishment, located in Länsi-Pasila. Occupancy rate ~95%, fully let NOI €3.3m.",,,,1
17,2023-04-27,Teaser,Project Grandi,Maija Seppälä,Cromwell,Newsec,Finland,Vantaa,,,,,Various,"6,171",,,,,,,,,"Office and retail property in Tikkurila, Vantaa, approx. 700m from train station. NOI €0.96m. Current occupancy rate 94%, however main tenant Mehiläinen will vacate their premises (2,500 sqm) in 2025.",,,,1
17,2023-04-27,Teaser,Project in Lempäälä,Maija Seppälä,BRAND Kiinteistöt,Off-market,Finland,Lempäälä,,,,,Industrial,"2,315",,,,,,,,,"Industrial and office property in Lempäälä, Tampere region. Will be completed in 2024 and be fully let to FP-Tuotteet with a 10-year lease agreement",,,,1
17,2023-04-27,IM,Project Gateway,Maija Seppälä,Finno Properties Oy,Reagle,Finland,Kuopio,,,,,Industrial,"14,195",,,,,,8.00%,"4,000,000",282,Light indusrial property in Haapaniemi industrial area in Kuopio. Current occupancy rate ~60%.,,,,1
17,2023-04-27,IM,Clarion Hotel Admiral,David Hävermark,DNB Eiendomsholding AS,DNB Næringsmegling,Norway,Bergen,,,,,Hotel,"10,733","2,544",,,,,,,,Hotel property in Bergen city center. The Property has 210 hotel rooms and is fully let to Nordic Choice (Clarion Hotel Admiral) with a 100% CPI-adjusted minimum lease until March 2030,,,,1
17,2023-04-27,Lead,Sleipner 6 & Carnot 10,Victoria Sandkvist,n.a.,Newsec,Sweden,Helsinborg,,,,,Residential,"9,858","1,332",,,,,,,,Two resi properties in Helsingborg with 141 apartments. Economic occupancy of 96%,,,,1
17,2023-04-27,Teaser,Project Spring Break,Josefin Bergholtz,M2 Asset Management,Tango,Sweden,Stockholm,,,,,Residential,"25,616","1,100",,,,,,,,Six residential properties located in Vårberg (30 min commute from central Stockholm). 283 apartments with an average size of 88 sqm. Building rights for c. 190 apartments (zoning plan has gained legal force),,,,1
17,2023-04-27,IM,Cargo City,Victoria Sandkvist,Swedavia Real Estate ,Svefa,Sweden,Stockholm,,,,,Various,"58,000",,,,,,,,,"Large project next to Arlanda. Land plot of 144,400 sqm with estimated buidling rights of 58,000 sqm (of which 42,000 sqm is intented for logistics and 14,600 sqm for warehouse / light industrial). Swedavia is looking for a JV partner to help them develop these buidling rights",,,,1
17,2023-04-27,IM,Project Irnerius,Victoria Sandkvist,Ersta Diakonisällskap,Nordanö,Sweden,Stockholm,,,,,Public use,"3,418","3,088",,,,,,,,"Public use property located on Södermalm in Stockholm. Fully let to Marie Cederschiöld University (a univercity dedicated to studies in the fields of social work, nursing and health care). 20 years remaining on lease. NOI estimated at SEK 9m",,,,1
17,2023-04-28,Teaser,Project Flower,Anthony Romano,Topdanmark,Deloitte,Denmark,Ballerup,,,,,Office,"42,037",666,,,,,,,,Sale and leaseback of a well maintained office property with stable cash flow from a (up to) 15 years triple net lease contract with a solid tenant. Attractive offie and residential location close to Copenhagen. Value add potential including development and construction of further office and residential,,,,1
18,2023-05-02,Teaser,Project Emerald Green,Erik Widmark,Mileway,CBRE,Sweden,Various,,,,,Logistics,"121,000",752,,,,,,,,A sizable portfolio of five fully let single-tenant prime logistics assets in some of the most attractive hubs within the Swedish logistics triangle. 4 of 5 assets BREEAM certified. Underrented according to broker,,,,1
18,2023-05-03,IM,Projekt Malm,Josefin Bergholtz,Lotus Maskin & Transport,Novier,Sweden,Botkyrka,,,,,Residential,"1,740","2,108",,,,,,,,"Residential building right in early stage (zoning plan process estimated to start Q3-Q4 2023). Land plot of 45,000 sqm. Cash flow from seller during zoning process as the seller wants to enter a 5-year triple net lease with the buyer. NOI 2023 estimated at SEK 3.4m",,,,1
18,2023-05-03,IM,Porjekt Louis II,Josefin Bergholtz,Trianon,Cushman & Wakefield,Sweden,Various,,,,,Public use,"17,482","1,776",,,,,,,,"11 public use properties in Skåne (7 in Malmö / Burlöv). Occupancy of 92%. Mainly elderly care, healthcare, school, 2 LSS properties and 1 HVB. NOI for 2023 estimated at SEK 23m",,,,1
18,2023-05-03,Teaser,Navaren 8 & 10 - Resi in Helsingborg,Josefin Bergholtz,KlaraBo,Catella,Sweden,Helsingborg,,,,,Residential,"5,806","1,438",,,,,,,,2 residential properties with 91 apartments located in central Helsingborg. 90% residential area. NOI 2023 estimated at SEK 6.1m. Renovation potential in 50 apartments,,,,1
18,2023-05-03,IM,Projekt Skytten,Josefin Bergholtz,AB Övikshem,Novier,Sweden,Örnsköldsvik,,,,,Residential,"38,789","1,115",,,,,,,,10 residential properties with 607 apartments centrally located in Örnsköldsvik. NOI estimated at SEK 27m in 2023,,,,1
18,2023-05-04,Teaser,Project Luna,Mathias Vuorelma,OP Vuokratuotto,Newsec,Finland,Espoo,,,,,Residential,"10,600","4,717",,,,,3.80%,"50,000,000",,"Two prime residential assets of 190 apartments in Espoo (Leppävaara and Olari), constructed in 2014 and 2018.",,,,1
18,2023-05-04,Teaser,Project Minerva,Mathias Vuorelma,Skanska,Newsec,Finland,Helsinki,,,,,Office,"7,400",,,,,,,,,"Value-add office property (YoC 2012) in Ruskeasuo, previously served as Kesko HQ. Current occupancy 64%, NOI €1.0m. Fully let NOI €1.9m",,,,1
18,2023-05-04,Teaser,Project Gravity,Mathias Vuorelma,Mandatum AM Suomi Kiinteistöt II,Newsec,Finland,Vantaa,,,,,Industrial,"30,000","1,167",,,,,7.43%,"35,000,000",,"Light industrial asset in Vantaa, close to Helsinki airport and Tuusula highway 45. Occupancy rate 87% with WAULT of 5.6 years.",,,,1
18,2023-05-04,Teaser,Project Delta,Maija Seppälä,Kiinteistö Navigare Oy,Cushman & Wakefield,Finland,Helsinki,,,,,Various,"6,000",,,,,,,,,"Two buildings from the 1970s, currently in student accommodation use. Leasehold plot in Koskela. Development potential for residential or care, requires re-zoning.",,,,1
18,2023-05-04,Teaser,Project Axis,Hanna Rauhala,Toivakka family,Colliers,Finland,Mikkeli,,,,,Various,"19,800",,,,,,,,,"Shopping center Akseli in Mikkeli. Current occupancy 85%, WALT 3.3 years.",,,,1
18,2023-05-04,IM,CaravanLandia properties,Maija Seppälä,n.a.,Aveon,Finland,Various,,,,,Retail,"4,588","1,568",,,,,8.0-8.2%,,,"Two modern (2019/2022) retail warehouse properties in Lempäälä (Tampere region) and in Kokkola, both fully let to CaravanLandia.",,,,1
18,2023-05-04,IM,Project Cove,Tomas Rockström,Coeli,Newsec,Sweden,Huddinge,,,,,Various,"74,000",165,,,,,,,,"Industrial value-add opportunity in Huddinge. The property has a plot size of 210,000 sqm, a leasable area of roughly 74,000 sqm and 28 tenants. Short- and long-term value-add opportunities by leveraging high rent potential and densification strategies",,,,1
18,2023-05-04,IM,Karossen 18,Carl Rosén,Bettorpsborgen AB,Newsec,Sweden,Örebro,,,,,Various,"3,382","1,263",,,,,,,,A car dealership built in 1990 and renovated in 2015 with easy access to E18/E20. The tenant is Holmgrens Bil. WAULT of 6 years,,,,1
18,2023-05-05,IM,Projekt Lighting,Tomas Rockström,Belid Lighting AB,Croisette,Sweden,Varberg,,,,,Industrial,"18,176",440,,,,,,,,"Sale & leaseback of a warehouse properpty in Tångaberg, north of Varberg. Seller will sign a 10-year lease. Estimated NOI of SEK 7.1m",,,,1
19,2023-05-08,Teaser,Projekt Pargema,Josefin Bergholtz,n.a.,Cushman & Wakefield,Sweden,Stockholm,,,,,Residential,"4,939","1,701",,,,,,,,"4 properties with 92 apartments located in Hägerstensåsen, Årsta and Hammarbyhöjden. Average size of 49 sqm. Existing building right allows construction of 28 new apartments",,,,1
19,2023-05-08,Teaser,Projekt Palander,Josefin Bergholtz,n.a.,Cushman & Wakefield,Sweden,Stockholm,,,,,Residential,"1,698","1,296",,,,,,,,2 residential properties in Hammarbyhöjden. 24 apartments and rental income of 2.2 mSEK,,,,1
19,2023-05-09,IM,The Docks,David Hävermark,Castellum,Newsec,Sweden,Göteborg,,,,,Office,"6,651","1,477",,,,,,,,Ancient office property in Eriksberg with potential to convert to residential or hotel. NOI for 2023 estimated at SEK8.1m,,,,1
19,2023-05-10,Teaser,Project Olof,Maija Seppälä,Veritas Pension Insurance,Cushman & Wakefield,Finland,Turku,,,,,Various,"4,500",,,,,,,,,"Vacant possession 1920s office property with riverfront views in Turku CBD.  The current zoning plan allows development into residential, hotel or to continue office use.",,,,1
19,2023-05-10,Teaser,Two big box properties,Hanna Rauhala,Nordicon,Off-market,Finland,Various,,,,,Retail,"20,491",,,,,,,,,Two multi-let retail properties to be constructed in Naantali and Rovaniemi. NOI €2.7m.,,,,1
19,2023-05-11,IM,Projekt Trio,Filip Jilsén,Castellum,Cushman & Wakefield,Sweden,Greater Stockholm,,,,,Industrial,"28,667",,,,,,,,,"Three light industrial properties in key logistics and industrial areas in greater Stockholm. One of the properties is currently vacant and the remaining two will become vacant during 2024. Locations: Södertälje, Haninge and Upplands Väsby",,,,1
19,2023-05-11,IM,Industriparken 4,Anthony Romano,Cufadan Ejendomme,CBRE,Denmark,Greater Copenhagen,,,,,Industrial,"9,559",494,,,,,,,,"Warehouse property in the industrial cluster Ballerup, north-west of Copenhagen with a strong tenant mix. 58 tenants, hence the property is divided into smaller leases ranging from 10 sqm to 1,000 sqm. NOI estimated at DKK 4.4m",,,,1
19,2023-05-11,Teaser,Project Seastar,Victoria Sandkvist,n.a.,JLL,Sweden,Stockholm,,,,,Various,"27,721","1,342",,,,,,,,"Convenience anchored mixed use property with great potential in Älvsjö. 79% occupancy ratio. Currently the property is mainly used for retail, data centre, wholesale, office and self storage. Attractive tenant mix (Willys and Systembolaget represent 44% of income) with a WAULT of 5.7 years",,,,1
19,2023-05-12,IM,Project Juniper,Tomas Rockström,Castellum,Cushman & Wakefield,Sweden,Södertälje,,,,,Office,"6,042","2,327",,,,,,,,Office building located right next to the train station in the heart of Södertälje. The building has a 94% economic occupancy rate and a WAULT of 3 years. Strong tenant mix in place (consultancy firms and public tenants). Completely refurbished in 2018,,,,1
20,2023-05-15,IM,Industrivej 3,Anthony Romano,n.a.,Andersen Erhverv,Denmark,Greater Copenhagen,,,,,Industrial,"5,931",445,,,,,7.50%,"31,000,000","5,227","Industrial building with some office area (20%), currently fully let to four tenants. The property was built in 1965 and renovated in 1988. Located in the outskirts of Slangerup (35km from Copenhagen)",,,,1
